Accuracy,f1-score,Precision,Recall
0.5096153846,0.6751592357,0.5096153846,1
0.5096153846,0.6751592357,0.5096153846,1
0.5096153846,0.6751592357,0.5096153846,1
0.5096153846,0.6751592357,0.5096153846,1
0.5145631068,0.6794871795,0.5145631068,1
0.5145631068,0.6794871795,0.5145631068,1
0.5145631068,0.6794871795,0.5145631068,1
0.5145631068,0.6794871795,0.5145631068,1
0.5145631068,0.6794871795,0.5145631068,1
0.5145631068,0.6794871795,0.5145631068,1
